artwork_id,artwork_type,artwork_title,artwork_medium,artwork_url,artwork_description
83092,illuminated manuscripts; folios (leaves),Alexander the Great Laments the Death of Darius,ink and pigments on laid paper,https://art.thewalters.org/detail/83092,"<p>On this folio from Waltesr manuscript W.606, Alexander the Great laments the death of Darius.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83092"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83093,illuminated manuscripts; folios (leaves),Alexander the Great Admires His Portrait Made by Nushabah,ink and pigments on laid paper,https://art.thewalters.org/detail/83093,"<p>On this folio from Walters manuscript W.606, Alexander the Great admires his portrait made by Nushabah.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83093"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
76634,figurines,Mouse,"smoky quartz, diamonds, gold, rubies",https://art.thewalters.org/detail/76634,"<p>This tiny hardstone mouse is studded with diamonds, and has rubies for eyes. The House of Fabergé began making hardstone animals in the 1890s and they proved popular with their elite clients. Queen Alexandra (wife of the British King Edward VII) built a large collection, and production peaked in the years immediately before the outbreak of the First World War in 1914. Objects such as this mouse were inspired by Japanese netsuke. Carl Fabergé owned over 500 of these. He married this admiration of Asian art with the rich Russian tradition of hardstone carving.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/76634"" rel=""external alternate main"">figurines</a></cite>, visit art.thewalters.org.</p>"
83089,illuminated manuscripts; folios (leaves),Bahram Gur Questions a Shepherd who Hung his Dog on a Tree,ink and pigments on laid paper,https://art.thewalters.org/detail/83089,"<p>On this folio from Walters manuscript W.606, Bahram Gur questions a shepherd who hung his dog on a tree.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83089"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83085,illuminated manuscripts; folios (leaves),Bahram Gur Kills a Wild Ass While Fitnah Plays the Harp,ink and pigments on laid paper,https://art.thewalters.org/detail/83085,"<p>On this folio from Walters manuscript W.606, Bahram Gur kills a wild ass while Fitnah plays the harp.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83085"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83086,illuminated manuscripts; folios (leaves),Bahram Gur in the Yellow Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83086,"<p>This folio from Walters manuscript W.606 depicts Bahram Gur in the yellow pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83086"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83087,illuminated manuscripts; folios (leaves),Bahram Gur in the Blue Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83087,"<p>This folio from Walters manuscript W.606 depicts Bahram Gur in the blue pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83087"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83084,illuminated manuscripts; folios (leaves),Bahram Gur Kills a Dragon,ink and pigments on laid paper,https://art.thewalters.org/detail/83084,"<p>On this folio from Walters manuscript W.606, Bahram Gur kills a dragon.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83084"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83083,illuminated manuscripts; folios (leaves),Incipit with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83083,"<p>This illuminated incipit page from Walters manuscript W.606 introduces the 4th poem of the Khamsah, Haft paykar.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83083"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
77482,body armor,Two-Piece Tasset,"etched and embossed, blackened and fire-gilded steel; copper alloy, leather",https://art.thewalters.org/detail/77482,"<p>This right tasset (hip and thigh defense) with virtuoso detailing is from an armor of Wilhelm V, duke of Jülich, Cleve, and Berg (1516-92). His sister Anne married Henry VIII of England (and survived!), and, in 1546, he married the sister of Archduke Ferdinand and the future Emperor Maximilian II. In recognition of this family tie and Wilhelm's prowess in battle, an armor of his was displayed by Archduke Ferdinand in his Hall of Heroes, part of his collection of arms and armor in Ambras Palace near Innsbruck, Austria. 

Grosschedel was from a family of armorers who worked for the English and Spanish courts as well as for important clients around Europe.
</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/77482"" rel=""external alternate main"">body armor</a></cite>, visit art.thewalters.org.</p>"
83079,illuminated manuscripts; folios (leaves),Death of Shirin,ink and pigments on laid paper,https://art.thewalters.org/detail/83079,"<p>On this folio from Walters manuscript W.606, Shirin, having stabbed herself with a dagger, lies on her husband's casket to die.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83079"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83080,illuminated manuscripts; folios (leaves),Incipit with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83080,"<p>This illuminated incipit page from Walters manuscript W.606 introduces the 3rd poem of the Khamsah, Laylá va Majnun.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83080"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83081,illuminated manuscripts; folios (leaves),Nawfal and His Men Fight Laylá's Tribe,ink and pigments on laid paper,https://art.thewalters.org/detail/83081,"<p>This folio from Walters manuscript W.606 depicts Nawfal and his men fighting Laylá's tribe.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83081"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83082,illuminated manuscripts; folios (leaves),Laylá and Majun Faint at the Sight of Each Other,ink and pigments on laid paper,https://art.thewalters.org/detail/83082,"<p>On this folio from Walters manuscript W.606, Laylá and Majun faint at the sight of each other.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83082"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83076,illuminated manuscripts; folios (leaves),Khusraw Fights Against Bahram Chubinah,ink and pigments on laid paper,https://art.thewalters.org/detail/83076,"<p>On this folio from Walters manuscript W.606, Khusraw fights against Bahram Chubinah.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83076"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83077,illuminated manuscripts; folios (leaves),Farhad Carries Shirin on Her Horse,ink and pigments on laid paper,https://art.thewalters.org/detail/83077,"<p>On this folio from Walters manuscript W.606, Farhad carries Shirin on her horse.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83077"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83075,illuminated manuscripts; folios (leaves),Khusraw Kills a Lion Outside Shirin's Tent,ink and pigments on laid paper,https://art.thewalters.org/detail/83075,"<p>This folio from Walters manuscript W.606 depicts Khusraw killing a lion outside Shirin's tent.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83075"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83073,illuminated manuscripts; folios (leaves),Incipit with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83073,"<p>This illuminated incipit page from Walters manuscript W.606 introduces the 2nd poem of the Khamsah, Khusraw va Shirin.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83073"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83074,illuminated manuscripts; folios (leaves),Khusraw Watching Shirin Bathing,ink and pigments on laid paper,https://art.thewalters.org/detail/83074,"<p>This folio from Walters manuscript W.606 depicts Khusraw watching Shirin bathing.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83074"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83071,illuminated manuscripts; folios (leaves),Double-page Illuminated Frontispiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83071,"<p>This folio from Walters manuscript W.606 is the left side of a double-page illuminated frontispiece for the 1st poem of the Khamsah, Makhzan al-asrar. The upper and lower panels have an inscription in Persian containing the name of the author.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83071"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83072,illuminated manuscripts; folios (leaves),"Anushirvan, his Vizier Dastur, and the Owls",ink and pigments on laid paper,https://art.thewalters.org/detail/83072,"<p>This folio from Walters manuscript W.606 depicts Anushirvan, his vizier Dastur, and the owls.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83072"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83070,illuminated manuscripts; folios (leaves),Double-page Illuminated Frontispiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83070,"<p>This folio from Walters manuscript W.606 is the right side of a double-page illuminated frontispiece for the 1st poem of the Khamsah, Makhzan al-asrar. The upper and lower panels have an inscription in Persian containing the name of the author.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83070"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83069,illuminated manuscripts; folios (leaves),Double-page Illustrated Frontispiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83069,"<p>This folio from Watlers manuscript W.606 contains the left side of a double-page illustrated frontispiece depicting a royal pavilion and horses laden with gifts.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83069"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83068,illuminated manuscripts; folios (leaves),Double-page Illustrated Frontispiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83068,"<p>This folio from Walters manuscript W.606 contains the right side of a double-page illustrated frontispiece depicting a court scene with music and dancing.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83068"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83065,illuminated manuscripts; folios (leaves),Bahram Gur in the Black Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83065,"<p>This folio from Walters manuscript W.608 depicts Bahram Gur in the black pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83065"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83060,illuminated manuscripts; folios (leaves),Alexander the Great Entertained at the Court of the King of China,ink and pigments on laid paper,https://art.thewalters.org/detail/83060,"<p>On this folio from Walters manuscript W.608, Alexander the Great is entertained at the court of the king of China.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83060"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83059,illuminated manuscripts; folios (leaves),Alexander the Great in Nushabah’s Pavilion in Barda',ink and pigments on laid paper,https://art.thewalters.org/detail/83059,"<p>Ths folio from Walters manuscript W.608 depicts  Alexander the Great in Nushabah's pavilion in Barda'</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83059"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83058,illuminated manuscripts; folios (leaves),"Alexander the Great Defeats the Army of the Persian King, Darius",ink and pigments on laid paper,https://art.thewalters.org/detail/83058,"<p>On this folio from Walters manuscript W.608, Alexander the Great defeats the army of the Persian king, Darius.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83058"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83057,illuminated manuscripts; folios (leaves),The Army of Alexander the Great Pursues the Ethiopians,ink and pigments on laid paper,https://art.thewalters.org/detail/83057,"<p>On this folio from Walters manuscript W.608, the army of Alexander the Great pursues the Ethiopians .</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83057"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83056,illuminated manuscripts; folios (leaves),Alexander the Great Kills an Ethiopian Warrior,ink and pigments on laid paper,https://art.thewalters.org/detail/83056,"<p>On this folio from Walters manuscript W.608, Alexander the Great kills an Ethiopian warrior.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83056"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83055,illuminated manuscripts; folios (leaves),Incipit with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83055,"<p>This incipit page from Walters manuscript W.608 has an illuminated titlepiece introducing the Sharafnamah, the 1st part of the 5th poem of the Khamsah, Iskandarnamah. It is inscribed in white on a gold ground with polychrome floral decoration.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83055"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83054,illuminated manuscripts; folios (leaves),Bahram Gur in the White Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83054,"<p>This folio from Walters manuscript W.608 depicts Bahram Gur in the white pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83054"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83053,illuminated manuscripts; folios (leaves),Dome of the White Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83053,"<p>This folio from Walters manuscript W.608 depicts the dome of the white pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83053"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83052,illuminated manuscripts; folios (leaves),Dome of the Sandalwood Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83052,"<p>This folio from Walters manuscript W.608 depicts the dome of the sandalwood pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83052"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83051,illuminated manuscripts; folios (leaves),Bahram Gur in the Sandalwood Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83051,"<p>This folio from Walters manuscript W.608 depicts Bahram Gur in the sandalwood pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83051"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83050,illuminated manuscripts; folios (leaves),Bahram Gur in the Red Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83050,"<p>This folio from Walters manuscript W.608 depicts Bahram Gur in the red pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83050"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83049,illuminated manuscripts; folios (leaves),Bahram Gur in the Green Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83049,"<p>This folio from Watlers manuscript W.608 depicts Bahram Gur in the green pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83049"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83048,illuminated manuscripts; folios (leaves),Bahram Gur in the Blue Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83048,"<p>This folio from Watlers manuscript W.608 depicts Bahram Gur in the blue pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83048"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83047,illuminated manuscripts; folios (leaves),Bahram Gur in the Yellow Pavilion,ink and pigments on laid paper,https://art.thewalters.org/detail/83047,"<p>This folio from Walters manuscript W.608 depicts Bahram Gur in the yellow pavilion.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83047"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83044,illuminated manuscripts; folios (leaves),Bahram Gur Kills 2 Lions to Claim his Crown,ink and pigments on laid paper,https://art.thewalters.org/detail/83044,"<p>On this folio from Walters manuscript W.608, Bahram Gur kills two lions to claim his crown.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83044"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83042,illuminated manuscripts; folios (leaves),Bahram Gur Kills a Dragon,ink and pigments on laid paper,https://art.thewalters.org/detail/83042,"<p>On this folio from Walters manuscript W.608, Bahram Gur kills a dragon.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83042"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83043,illuminated manuscripts; folios (leaves),Bahram Gur and Portraits of the 7 Princesses,ink and pigments on laid paper,https://art.thewalters.org/detail/83043,"<p>Bahram Gur is depicted on this folio from Walters manuscript W.608 with his own portrait and portraits of the 7princesses, inscribed as follows: Azar Suz, Nasrin Nush, Naz Pari, Na'ma Naz, Furak, Daraspi, and Hamay.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83043"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83041,illuminated manuscripts; folios (leaves),Bahram Gur Kills a Lion and a Wild Ass,ink and pigments on laid paper,https://art.thewalters.org/detail/83041,"<p>On this folio from Walters manuscript W.608, Bahram Gur kills a lion and a wild ass.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83041"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83040,illuminated manuscripts; folios (leaves),Incipit with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83040,"<p>This incipit page from Walters manuscript W.608 has an illuminated titlepiece introducing the 4th poem of the Khamsah, Haft paykar. It is inscribed in white on a gold ground with polychrome floral decoration.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83040"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83037,illuminated manuscripts; folios (leaves),Majnun’s Father Visits his Son in the Wilderness,ink and pigments on laid paper,https://art.thewalters.org/detail/83037,"<p>On this folio from Walters manuscript W.608, Majnun's father visits his son in the wilderness.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83037"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83036,illuminated manuscripts; folios (leaves),Laylá and Qays (Majnun) at School,ink and pigments on laid paper,https://art.thewalters.org/detail/83036,"<p>This folio from Walters manuscript W.608 depicts Laylá and Qays (Majnun) at school.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83036"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83035,illuminated manuscripts; folios (leaves),Incipit with Illuminated Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83035,"<p>This incipit page from Walters manuscript W.608 has an illuminated titlepiece introducing the 3rd poem of the Khamsah, Laylá va Majnun. It is inscribed in white on a gold ground with polychrome floral decoration.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83035"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83033,illuminated manuscripts; folios (leaves),Khusraw Arriving at Shirin's Palace,ink and pigments on laid paper,https://art.thewalters.org/detail/83033,"<p>This folio from Walters manuscript W.608 depicts Khusraw arriving at Shirin's palace.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83033"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83034,illuminated manuscripts; folios (leaves),Khusraw is Led by an Old Woman to Shirin,ink and pigments on laid paper,https://art.thewalters.org/detail/83034,"<p>On this folio from Walters manuscript W.608, Khusraw is led by an old woman to Shirin.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83034"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83032,illuminated manuscripts; folios (leaves),Farhad Carries Shirin and her Horse,ink and pigments on laid paper,https://art.thewalters.org/detail/83032,"<p>On this folio from Walters manuscript W.608, Farhad carries Shirin and her horse.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83032"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83031,illuminated manuscripts; folios (leaves),Farhad Brought Before the Throne of Khusraw,ink and pigments on laid paper,https://art.thewalters.org/detail/83031,"<p>This folio from Watlers manuscript W.608 depicts Farhad brought before the throne of Khusraw.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83031"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83030,illuminated manuscripts; folios (leaves),Khusraw Kills a Lion Outside Shirin's Tent,ink and pigments on laid paper,https://art.thewalters.org/detail/83030,"<p>On this folio from Walters mansucript W.608, Khusraw kills a lion outside Shirin's tent.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83030"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83029,illuminated manuscripts; folios (leaves),Khusraw and Shirin Hunting,ink and pigments on laid paper,https://art.thewalters.org/detail/83029,"<p>This folio from Walters manuscript W.608 depicts Khusraw and Shirin hunting.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83029"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83028,illuminated manuscripts; folios (leaves),Khusraw Watching Shirin Bathing,ink and pigments on laid paper,https://art.thewalters.org/detail/83028,"<p>This folio from Walters manusript W.608 depicts Khusraw watching Shirin bathing.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83028"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83027,illuminated manuscripts; folios (leaves),Illuminated Incipit with Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83027,"<p>This incipit page from Walters manuscript W.608 has an illuminated titlepiece introducing the 2nd poem of the Khamsah, Khusraw va Shirin, which is inscribed in white on a gold ground with polychrome floral decoration.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83027"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
83026,illuminated manuscripts; folios (leaves),Illuminated Incipit with Titlepiece,ink and pigments on laid paper,https://art.thewalters.org/detail/83026,"<p>This incipit page from Walters manuscript W.608 has an illuminated titlepiece introducing the 1st poem of the Khamsah, Makhzan al-asrar. It is inscribed in white on a gold ground with polychrome floral decoration.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/83026"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
82834,illuminated manuscripts; folios (leaves),Colophon,"ink and pigments on cream-colored, gold-sprinkled laid paper",https://art.thewalters.org/detail/82834,"<p>This colophon from Walters manuscript W.642, written in Arabic, is dated 965 AH/AD 1557-1558 and gives the name of the scribe as Haydar al-Husayni. It reads as follows: katabahu al-'abd al-faqir al-mudhnib al-muhtaj ilá rahmat Allah /1/ wa-ghufranih Haydar al-Husayni ghaffara Allah lahu wa-li-man qara<'>ahu /2/ wa-nazara fihi sanat khams wa-sittin wa-tas'imi<'>ah /3/.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/82834"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81308,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on laid paper,https://art.thewalters.org/detail/81308,"<p>This folio from Walters manuscript W.648 contains a colophon in Arabic giving the name of the scribe only.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81308"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81306,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81306,"<p>This folio from Walters manucscript W.609 contains an Arabic colophon that gives the title of the work and the scribe's name.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81306"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81302,illuminated manuscripts; folios (leaves),Timur Defeating the Khan of the Kipchaqs,ink and pigments on laid paper,https://art.thewalters.org/detail/81302,"<p>This folio from Walters manuscript W.648 depicts Timur defeating the Khan of the Kipchaqs.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81302"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81300,illuminated manuscripts; folios (leaves),Double-page Illuminated Frontispiece,ink and pigments on laid paper,https://art.thewalters.org/detail/81300,"<p>This folio from Walters manuscript W.648 is the right side of a double-page illuminated frontispiece, introducing the text.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81300"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81301,illuminated manuscripts; folios (leaves),A Court Scene with Timur and His Maiden From Khwarezm,ink and pigments on laid paper,https://art.thewalters.org/detail/81301,"<p>This folio from Walters manuscript W.648 depicts a court scene with Timur and his maiden from Khwarezm.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81301"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81299,illuminated manuscripts; folios (leaves),Colophon,ink and pigments on cream-colored laid paper,https://art.thewalters.org/detail/81299,"<p>This folio from Walters manuscript W.607 contains a colophon that records the scribe's name and the date. The date appears to be forged.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81299"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81297,illuminated manuscripts; folios (leaves),"Alexander the Great and the Seven Philosophers, Including Aristotle, Socrates, and Plato",ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81297,"<p>This folio from Walters manuscript W.609 depicts Alexander the Great and the 7 philosophers, including Aristotle, Socrates, and Plato.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81297"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
81298,illuminated manuscripts; folios (leaves),Alexander the Great Watching the Sirens Bathing,ink and pigments on buff-colored laid paper,https://art.thewalters.org/detail/81298,"<p>This folio from Walters manuscript W.609 depicts Alexander the Great watching the sirens bathing.</p><p>For the latest information about this object, <cite><a href=""https://art.thewalters.org/detail/81298"" rel=""external alternate main"">illuminated manuscripts; folios (leaves)</a></cite>, visit art.thewalters.org.</p>"
