exhibition_id,exhibition_name,exhibition_begin_year,
2270,Themes and Variations in Painting and Sculpture,1948,
449,Exhibition of Gold,1947,
867,The Life of Christ,1948,
137,A Loan Exhibition of Mary Cassatt for the Benefit of the Goddard Neighborhood Center,1947,
358,Early Christian and Byzantine Art,1947,
875,Eighty Eminent Painters of Connecticut,1947,
2482,Works by Edgar Degas,1947,
859,Musical Instruments and Their Portrayal in Art,1946,
321,Islamic Art,1944,
2477,Old and New England,1945,
2502,Still Life and Flower Paintings,1945,
2255,"Three Baroque Masters: Strozzi, Crespi, Piazzetta",1944,
2403,Mary Cassatt,1941,
2450,Contrasts in Impressionism,1942,
2195,Pagan and Christian Egypt: Egyptian Art from the First to the Tenth Century A,1941,
192,Arts of the Middle Ages,1940,
2266,The Greek Tradition in Painting and the Minor Arts,1939,
868,The Dark Ages,1937,
656,Landscape Painting,1931,
2446,Memorial Exhibition of Representative Works Selected from the John Quinn Collection,1926,
2313,The Panama-Pacific International Exposition,1915,
2382,Exposition Universelle,1900,
851,"[Exhibition title unknown, held at the National Academy of Design]",1893,
2384,Exposition Universelle,1889,
2381,Exposition Universelle,1878,
2394,2e Exposition de Peinture,1876,
244,Centennial Exhibition Philadelphia,1876,
2379,Exposition Universelle,1867,
2302,International Exhibition,1862,
2386,The Art Treasures Exhibition,1857,
2368,Exposition Universelle,1855,
2166,The Mannerists,1963,
2175,A Survey of Egyptian Sculpture,1965,
2186,French Master Drawings of the Mid Nineteenth Century,1962,
2198,Metamorphoses in Nineteenth-Century Sculpture,1975,
2200,Thou Shalt Have No Other Gods Before Me,1964,
2205,The French in America,1951,
2209,"Metropolitan Museum, New York, 1915",1915,
2212,Gothic to Baroque,1960,
2225,National Exhibition of Works of Art at Leeds,1868,
2238,Bacchiacca and his Friends,1961,
2239,"Baroque Painting in Italy, 1600-1750",1969,
2240,Unknown Exhibition Title,1882,
2241,The Life of Christ,1951,
2242,The Christmas Story in the Language of Art,1950,
2245,Works of the School of Ferrara-Bologna,1894,
2246,Giorgione and his Circle,1942,
2247,Renaissance Art,1923,
2252,The Fantastic Visions of Mons? Desiderio,1950,
2256,Italian Painting of the Seventeenth Century,1952,
2258,Bernardo Strozzi,1967,
2260,The Ruins of Rome,1960,
2261,The City: Images of Rome,1963,
2262,Painting in Italy in the Eighteenth Century: Rococo to Romanticism,1970,
2267,The Christmas Story in Art,1953,
2268,Landscape into Art,1962,
2271,The Art of Ancient and Modern Latin America,1968,
2272,Mummy Portraits from Roman Egypt,1967,
2285,French Painting and Sculpture,1935,
2287,"Salon, Paris, 1867",1867,
2291,"[Exhibition title unknown, held at the Royal Academy]",1818,
2292,"[Exhibition title unknown, held at The French Gallery, London]",1899,
2293,"[Exhibition title unknown, held at W",1899,
2296,"Salon, Paris, 1880",1880,
2297,From Ingres to Gauguin: French Nineteenth Century Paintings Owned in Maryland,1951,
2298,25th Anniversary Exhibition of European Masterpieces,1956,
2299,"Burlington Fine Arts Club, 1897",1897,
2301,Free Exhibition of New Pictures,1866,
2303,M,1863,
2304,"Salon, Paris, 1831",1831,
2305,The Romantic Circle,1952,
2308,"Salon, Paris, 1847",1847,
2310,"Salon, Paris, 1850",1850,
2311,"Salon, Paris, 1851",1851,
2312,"Salon, Paris, 1886",1886,
2315,Exposition de l'Oeuvre de Corot,1875,
2317,Art of the Dark Ages,1937,
2320,"Salon, Paris, 1846",1846,
2321,"Unknown Exhibition Title, Metropolitan Museum of Art, 1914",1914,
2323,International Exposition,1873,
2324,"Salon, Paris, 1872",1872,
2326,"[Exhibition title unknown, held at the Royal Academy, London]",1880,
2329,General Exhibition of the Various Schools of Painters at Lichfield House,1851,
2330,"[Exhibition title unknown, held at the French Gallery]",1874,
2356,J,1972,
2361,"Corot, 1796-1875",1946,
2367,Special Loan Exhibition of Enamels on Metal,1874,
2370,Barye: Contrasting Viewpoints,1975,
2371,Cent chefs d'oeuvres des collections parisiennes,1883,
2373,"Metropolitan Museum, New York, 1914",1914,
2374,"[Exhibition title unknown, held at the Royal Academy]",1871,
2376,"Daumier, 1808-1879",1937,
2380,Exposition Universelle,1868,
2383,"International Exhibition of Industry, Science and Art",1886,
2385,The Art of Medieval Spain a,1993,
2389,Nineteenth- and Twentieth-Century European Drawings,1965,
2393,Romanticism in America,1940,
2398,Art of Europe XVI-XVII,1948,
2399,"Des oeuvres du feu Barye: Bronzes, aquarelles, tableaux",1876,
2404,Muse or Ego: Salon and Independent Artists of the 1880's,1963,
2406,Enamel,1954,
2408,Exposition des Peintures et Dessins de H,1878,
2409,Honor? Daumier Anniversary Exhibition,1958,
2411,"[Exhibition title unknown, held at Morgan State College]",1960,
2414,"D'art moderne ? l'H?tel de la Revue, Paris 1912",1912,
2415,"Exposition des Peintures, Aquarelles, Dessins et Lithographies de Maitres Francais de la Caricature et de la Peinture de Moeurs au XIX siecle",1888,
2418,"[Exhibition title unknown, held at Seton Hall University]",1961,
2419,Exhibition of Illuminated Manuscripts,1908,
2420,Exhibition of Illuminated Manuscripts,1933,
2421,"Mus?e R?trospectif, Paris, 1865",1865,
2422,"Museum of Fine Arts, Boston, 1902",1902,
2426,Liturgical Objects in The Walters Art Gallery,1967,
2428,"[Exhibition title unknown, held at Galerie des Beaux-Arts]",1844,
2431,"Ingres and Delacroix through Degas and Puvis de Chavannes: The Figure in French Art, 1800-1870",1975,
2436,Exposition Retrospective de Tours,1890,
2438,The Non-Dissenters IV,1968,
2443,Byzantine Manuscript Illumination,1957,
2447,La Caricature,1888,
2449,Monet-Rodin,1889,
2453,"Premier Exposition, Soci?t? d'Aquarellistes Fran?ais",1879,
2454,Tableaux et pastels par Mary Cassatt,1908,
2455,Exhibition of Impressionists,1907,
2456,"Derby, 1877",1877,
2457,"Beauvais, 1869",1869,
2458,French Exhibition,0,
2459,Exhibition Historique de l'art Belge,0,
2460,"[Exhibition title unknown, held at the Royal Academy]",1878,
2463,250 Years of Painting in Maryland,1945,
2464,A Hundred Years Ago,1958,
2465,Major Works in Minor Scale,1959,
2467,Collection de M,1873,
2468,Exhibition Meissonier,1884,
2469,Birth of Impressionism,1963,
2473,"Impressionists on the Seine: A Celebration of Renoir's ""Luncheon of the Boating Party""",1996,
2476,"Grosvenor Gallery, London, 1882",1882,
2484,"An Exhibition of Works by Edgar Hilaire Germain Degas, 1934-1917",1958,
2487,Cent Chefs d'Oeuvres 1883,1883,
2488,"Centennial Exhibition, Texas, 1949",1949,
2489,Masterpieces 19th Century,1951,
2491,Paintings by J,1956,
2495,Early Copies of the Old Masters,1946,
2500,Art of Thailand,1971,
2501,Exhibition of Thai Paintings from James Bogle's Collection,1981,
2748,Japanese Cloisonne Enamels,1996,
2756,Unknown,1961,
2757,Istoricheskaia vystavka predmetov iskusstva,1904,
2819,Faberg?,1993,
6,Millet and Barbizon Art,1996,
79,Aspects du paysage n?o-classique en France de 1790 ? 1855,1974,
132,"Red Cross Exhibition, Seligmann Galleries, Paris",0,
133,Exposition r?trospective de l'art fran?ais au Trocad?ro,1889,
148,Romans and Barbarians,1976,
172,Continental Table Porcelain of the Eighteenth Century,1965,
189,Le Th?atre ? Paris (XVIIe-XVIIIe si?cle),1929,
210,Spanish Old Masters,1913,
276,Social Concerns and the Worker: French Prints form 1830-1910,1973,
292,Again: Arms and Armor,1940,
300,Exposition Barye,1875,
313,The Renaissance of the Twelfth Century,0,
320,Exhibition of Persian Art,1940,
328,Life and Lives in the Renaissance,1956,
365,Special exhibition of SÃ¨vres Porcelain,1909,
379,Secrets of Our Own,0,
381,Five Year Favorites,1955,
409,Four Centuries of Dutch Silver,1952,
437,"Burlington Club, London, 1897",1897,
438,French Masterworks on Paper,1992,
452,History of Chess,1960,
471,Age of Elegance: The Rococo and its Effects,1959,
487,Life in the Gothic Age,1955,
495,University of Pittsburgh Fine Arts,0,
496,Falize: A Dynasty of Jewelers,1999,
503,The Arts of Persia,1949,
509,Magic Black and White: An Exhibition of Black and White Magic,1960,
581,Watercolors and Drawings by Gavarni,1953,
604,4000 Years of Modern Art,1953,
611,A Generation of Draughtsmen,1962,
616,Architecture of Baltimore,1953,
631,The Works of Antoine-Louis Barye,1889,
666,All that Glisters: Thirty Centuries of Golden Deception,1950,
677,To the Ends of the Earth with Early Explorers,1955,
682,Watercolors by the Masters: D?rer to C?zanne,1952,
808,Three Great Centuries of Venetian Glass,1958,
826,"Special Exhibition of the Works of Art of the Mediaeval, Renaissance, and More Recent Periods",1862,
902,Lalique from the Lewison Collection,1999,
906,Barye Sculpture and Drawings,1959,
913,"Honor? Daumier: Exhibition of Prints, Drawings, Watercolors, Paintings, and Sculpture",1958,
973,Highlights from the Collection of John Gilmore Ford and Berthe Hanover Ford,2000,
974,French Master Paintings from Baltimore,2001,
2005,Exposition d’objets d’art du moyen ?ge et de la Renaissance,1913,
2006,Sammlung E,1964,
2007,Mittelalterliche Kunst der Sammlung Kofler-Truniger,1965,
2008,Medieval Enamels: Masterpieces from the Keir Collection,1981,
2844,Rome,1954,
2879,A Man of Genius: The Art of Washington Allston,1979,
2887,Alexander the Great and His Influence over the World from Antiquity to Modern Times,1980,
2900,Harborplace Light Street Pavilion Special Display,1981,
2909,Harborplace Light Street Pavilion Special Display,1981,
2925,"The Last Flowering: French Paintings in Illuminated Manuscripts, 1420-1530",1982,
2998,My Dear Wife,1990,
3040,Islamic Jewelry,1987,
3059,"Transcending Turmoil: Painting at the Close of China's Empire, 1796-1911",1992,
3065,Reopening of the Costume Institute Galleries,1992,
3096,Exposition de Voyage et des Prix du Salon,1902,
3097,Portrait Medallions of Jean-Baptiste Nini,2009,
3103,Festival of the Bible in the Arts,1964,
3104,Works of Faith,1965,
3114,The Image Lost and Found,1960,
3115,Celebrated Paintings by Great French Masters,1887,
3116,"Exposition des Tableaux, Pastels, et Dessins par M",1887,
3117,Glasgow International Exhibition,1888,
3172,Imperial Chinese Treasures from the Walters Collection,1991,
